Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Started,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count
18841307,The Ripple Trilogy (Ripple #1-3),Cidney Swanson,"Swanson, Cidney",,,,0,3.86,Williams Press,Kindle Edition,603,2013,2012,,,1/1/2022,"to-read, backlog, kindle","to-read (#665), backlog (#140), kindle (#42)",to-read,0
13556426,"Witch Hunt (The Witch-Game, #2)",K.C. Blake,"Blake, K.C.",Kasi Blake,,,0,4.14,,ebook,241,2012,2012,,,1/1/2022,to-read,to-read (#664),to-read,0
7238737,"Being Jamie Baker (Jamie Baker, #1)",Kelly Oram,"Oram, Kelly",,615377548,9.78E+12,0,4.01,Bluefields ,Paperback,353,2010,2010,,,1/1/2022,"to-read, backlog, kindle","to-read (#663), backlog (#139), kindle (#41)",to-read,0
26244386,"Princes Gate (DCI Frank Merlin, #1)",Mark   Ellis,"Ellis, Mark",,992994381,9.78E+12,0,3.95,London Wall Publishing,Paperback,288,2015,2011,,,1/1/2022,"to-read, backlog, kindle","to-read (#662), backlog (#138), kindle (#40)",to-read,0
24001083,The Muralist,B.A. Shapiro,"Shapiro, B.A.",,1616203579,9.78E+12,0,3.76,Algonquin Books,Hardcover,337,2015,2015,,,1/1/2022,"to-read, backlog, kindle","to-read (#661), backlog (#137), kindle (#39)",to-read,0
2485785,The Secret Life of CeeCee Wilkes,Diane Chamberlain,"Chamberlain, Diane",,778325318,9.78E+12,0,4.11,Mira Books,Paperback,522,2006,2006,,,5/18/2012,"to-read, backlog, kindle","to-read (#86), backlog (#136), kindle (#38)",to-read,0
6602228,The Last Dickens,Matthew Pearl,"Pearl, Matthew",,,,0,3.57,,Kindle Edition,401,,2009,,,1/1/2022,"to-read, backlog, kindle","to-read (#660), backlog (#135), kindle (#37)",to-read,0
21952571,"Cipher (The Shadow Ravens, #1)",Aileen Erin,"Erin, Aileen",,,,0,3.88,"Ink Monster, LLC",Kindle Edition,331,2014,2014,,,1/1/2022,"to-read, backlog, kindle","to-read (#658), backlog (#134), kindle (#36)",to-read,0
25486421,"The Mage & the Magpie (Magemother, #1)",Austin J. Bailey,"Bailey, Austin J.",,,,0,4.2,,Kindle Edition,367,2015,2015,,,1/1/2022,"to-read, backlog, kindle","to-read (#659), backlog (#133), kindle (#35)",to-read,0
18715124,"Circadian Circle (The Gray Tower Trilogy, #3)",Alesha Escobar,"Escobar, Alesha",,,,0,4.26,"Creative Alchemy, Inc.",Kindle Edition,342,2013,2013,,,12/1/2016,"to-read, backlog, kindle","to-read (#291), backlog (#132), kindle (#34)",to-read,0
16282642,"Dark Rift (The Gray Tower Trilogy, #2)",Alesha Escobar,"Escobar, Alesha",,1481043994,9.78E+12,0,4.24,"Creative Alchemy, Inc.",Paperback,366,2012,2012,,,12/1/2016,"to-read, backlog, kindle","to-read (#290), backlog (#131), kindle (#33)",to-read,0
12912387,"The Tower's Alchemist (The Gray Tower Trilogy, #1)",Alesha Escobar,"Escobar, Alesha",,146105060X,9.78E+12,0,3.8,"Creative Alchemy, Inc.",Paperback,320,2011,2011,,,12/1/2016,"to-read, backlog, kindle","to-read (#302), backlog (#130), kindle (#32)",to-read,0
23277669,"Firebolt (The Dragonian, #1)",Adrienne Woods,"Woods, Adrienne",,,,0,3.98,Fire Quill Publishing,Kindle Edition,394,2014,2013,,,12/16/2017,"to-read, backlog, kindle","to-read (#313), backlog (#129), kindle (#31)",to-read,0
23534737,"The Girl In Between (The Girl in Between, #1)",Laekan Zea Kemp,"Kemp, Laekan Zea",,,,0,3.77,,Kindle Edition,289,2014,2012,,,12/13/2017,"to-read, backlog, kindle","to-read (#317), backlog (#128), kindle (#30)",to-read,0
32622383,"Slumber (Beauty Never Dies Chronicles, #1)",J.L. Weil,"Weil, J.L.",,,,0,4.04,Dark Magick Publishing,Kindle Edition,305,2017,2017,,,12/16/2017,"to-read, backlog, kindle","to-read (#314), backlog (#127), kindle (#29)",to-read,0
23385283,The Outlaws of Sherwood,Robin McKinley,"McKinley, Robin",,,,0,3.78,Open Road Media Sci-Fi & Fantasy,Kindle Edition,284,2014,1988,,,12/16/2017,"to-read, backlog, kindle","to-read (#312), backlog (#126), kindle (#28)",to-read,0
25197912,"White Raven (Raven, #1)",J.L. Weil,"Weil, J.L.",,,,0,3.97,Dark Magick Publishing,Kindle Edition,291,2015,2015,,,12/16/2017,"to-read, backlog, kindle","to-read (#315), backlog (#125), kindle (#27)",to-read,0
11044367,"Taken (Taken, #1)",Erin Bowman,"Bowman, Erin",,62117262,9.78E+12,0,3.76,HarperTeen,Hardcover,360,2013,2013,,,11/4/2013,"to-read, backlog, kindle","to-read (#175), backlog (#122), kindle (#24)",to-read,0
41145327,Before the Broken Star (The Evermore Chronicles #1),Emily R. King,"King, Emily R.",,,,0,3.92,Skyscape,Kindle Edition,294,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#657), backlog (#121), kindle (#23)",to-read,0
43186109,Black Nowhere (Lisa Tanchik #1),Reece Hirsch,"Hirsch, Reece",,,,0,3.93,Thomas & Mercer,Kindle Edition,311,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#656), backlog (#120), kindle (#22)",to-read,0
41179202,Back to Spell One (Western Woods Mystery #1),Samantha Silver,"Silver, Samantha",,,,0,4.25,,Kindle Edition,160,2018,2018,,,1/1/2022,"to-read, backlog, kindle","to-read (#655), backlog (#119), kindle (#21)",to-read,0
50232351,The Likely Resolutions of Oliver Clock,Jane  Riley,"Riley, Jane",,,,0,3.74,Lake Union Publishing,Kindle Edition,308,2020,2020,,,1/1/2022,"to-read, backlog, kindle","to-read (#654), backlog (#118), kindle (#20)",to-read,0
52147471,The Names of the Dead,Kevin Wignall,"Wignall, Kevin",,,,0,4.01,Thomas & Mercer,Kindle Edition,249,2020,2020,,,1/1/2022,to-read,to-read (#653),to-read,0
36186930,"A Dance of Silver and Shadow: A Retelling of the Twelve Dancing Princesses (Beyond the Four Kingdoms, #1)",Melanie Cellier,"Cellier, Melanie",,,,0,4.2,Luminant Publications,Kindle Edition,346,2017,2017,,,1/1/2022,"to-read, backlog, kindle","to-read (#652), backlog (#117), kindle (#19)",to-read,0
50187399,The Girl I Left Behind,Andie Newton,"Newton, Andie",,,,0,4.17,Aria,Kindle Edition,368,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#651), backlog (#116), kindle (#18)",to-read,0
57101751,"Marked (Soul Guardians, #1)",Kim Richardson,"Richardson, Kim",,,,0,3.7,FablePrint,Kindle Edition,284,2021,2011,,,1/1/2022,"to-read, backlog, kindle","to-read (#649), backlog (#115), kindle (#17)",to-read,0
33984737,"With This Click, I Thee Wed (ClickandWed.com #1)",Bonnie R. Paulson,"Paulson, Bonnie R.",,,,0,3.74,"Captiva Publishing, LLC",Kindle Edition,275,2017,2017,,,1/1/2022,"to-read, backlog, kindle","to-read (#650), backlog (#114), kindle (#16)",to-read,0
54906663,Catacombs (Academy of Ancients #1),Avery Cross,"Cross, Avery",,,,0,3.96,,Kindle Edition,268,2020,2018,,,1/1/2022,"to-read, backlog, kindle","to-read (#648), backlog (#113), kindle (#15)",to-read,0
43015674,"Tidelands (Fairmile, #1)",Philippa Gregory,"Gregory, Philippa",,1501187155,9.78E+12,0,3.8,Atria Books,Hardcover,455,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#647), backlog (#112), kindle (#14)",to-read,0
32419641,"Bellamy and The Brute (Bellamy and the Brute, #1)",Alicia Michaels,"Michaels, Alicia",,,,0,3.8,Clean Teen Publishing,Hardcover,300,2017,2017,,,1/1/2022,"to-read, backlog, kindle","to-read (#646), backlog (#111), kindle (#13)",to-read,0
50087314,The Atlantis Bloodline,C.A. Gray,"Gray, C.A.",,,,0,4.18,,ebook,480,2020,,,,1/1/2022,"to-read, backlog, kindle","to-read (#645), backlog (#110), kindle (#12)",to-read,0
57666315,A Conspiracy of Mothers,Colleen van Niekerk,"Niekerk, Colleen van",,,,0,4.31,Little A,Kindle Edition,352,2021,2021,,,1/1/2022,"to-read, backlog, kindle","to-read (#644), backlog (#109), kindle (#11)",to-read,0
56985443,Her Name Is Knight (Nena Knight #1),Yasmin Angoe,"Angoe, Yasmin",,,,0,4.34,Thomas & Mercer,Kindle Edition,389,2021,2021,,,1/1/2022,"to-read, backlog, kindle","to-read (#643), backlog (#108), kindle (#10)",to-read,0
46015350,"The Vine Witch (Vine Witch, #1)",Luanne G. Smith,"Smith, Luanne G.",,,,0,3.83,47North,Kindle Edition,263,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#642), backlog (#107), kindle (#9)",to-read,0
35385740,"Talented (Talented Saga, #1)",Sophie  Davis,"Davis, Sophie",,,,0,4.02,,ebook,281,,2012,,,1/1/2022,"to-read, backlog, kindle","to-read (#641), backlog (#106), kindle (#8)",to-read,0
45169121,Of Beast and Beauty (Daughters of Eville #1),Chanda Hahn,"Hahn, Chanda",,,,0,3.96,Neverwood Press,Kindle Edition,310,2019,2019,,,1/1/2022,"to-read, backlog, kindle","to-read (#640), backlog (#105), kindle (#7)",to-read,0
35289830,Moonshine,Jasmine Gower,"Gower, Jasmine",,,,0,3.48,Angry Robot,Kindle Edition,320,2018,2018,,,1/1/2022,"to-read, backlog, kindle","to-read (#639), backlog (#104), kindle (#6)",to-read,0
37839111,Veins of Gold,Charlie N. Holmberg,"Holmberg, Charlie N.",,,,0,3.69,Mirror Press,Kindle Edition,312,2018,2018,,,6/26/2018,"to-read, backlog, kindle","to-read (#344), backlog (#103), kindle (#5)",to-read,0
56326737,Constance (Constance #1),Matthew FitzSimmons,"FitzSimmons, Matthew",,,,0,4.04,Thomas & Mercer,Kindle Edition,343,2021,2021,,,1/1/2022,"to-read, backlog, kindle","to-read (#638), backlog (#102), kindle (#4)",to-read,0
38532225,The Royal Runaway,Lindsay Emory,"Emory, Lindsay",,1501196618,9.78E+12,0,3.47,Gallery Books,Paperback,288,2018,2018,,,1/1/2022,"to-read, backlog, kindle","to-read (#637), backlog (#101), kindle (#3)",to-read,0
56858949,"Star Mother (Star Mother, #1)",Charlie N. Holmberg,"Holmberg, Charlie N.",,,,0,4.16,47North ,Kindle Edition,268,2021,2021,,,1/1/2022,"to-read, backlog, kindle","to-read (#636), backlog (#100), kindle (#2)",to-read,0
6794372,"An Offer From a Gentleman: the 2nd Epilogue (Bridgertons, #3.5)",Julia Quinn,"Quinn, Julia",,61965561,9.78E+12,3,3.87,Harper Collins,ebook,24,2009,2009,12/31/2021,12/31/2021,12/30/2021,,,read,1
3653782,"The Viscount Who Loved Me: The 2nd Epilogue (Bridgertons, #2.5)",Julia Quinn,"Quinn, Julia",,006123544X,9.78E+12,3,3.97,Harper Collins,ebook,34,2006,2006,12/19/2021,12/19/2021,12/30/2021,,,read,1
29283391,"The Duke and I: The 2nd Epilogue (Bridgertons, #1.5)",Julia Quinn,"Quinn, Julia",,,,3,3.81,,ebook,35,,,12/7/2021,12/7/2021,12/30/2021,,,read,1
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,380800829,9.78E+12,3,3.83,Avon Books,Mass Market Paperback,384,2006,2000,12/3/2021,12/7/2021,12/7/2021,,,read,1
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,,,4,4.06,Avon,Mass Market Paperback,354,2006,2000,12/6/2021,12/19/2021,12/19/2021,,,read,1
9408584,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,"Quinn, Julia",Serap IÅŸÄ±kÃ§Ä±us,,,4,3.95,Avon,Paperback,390,2009,2001,12/20/2021,12/31/2021,12/30/2021,,,read,1
56805404,Call Us What We Carry,Amanda Gorman,"Gorman, Amanda",,593465067,9.78E+12,5,4.41,Viking ,Hardcover,228,2021,2021,12/7/2021,12/20/2021,1/20/2021,,,read,1
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,,,4,4.48,Scholastic Inc,Hardcover,309,2003,1997,8/6/2019,12/23/2019,9/10/2010,,,read,9
28503688,The Little Paris Bookshop,Nina George,"George, Nina",,553418793,9.78E+12,0,3.51,Broadway Books,Paperback,416,2016,2013,,,12/17/2021,"to-read, backlog, little-free-library","to-read (#635), backlog (#99), little-free-library (#6)",to-read,0
56646630,The Matzah Ball,Jean Meltzer,"Meltzer, Jean",,778312135,9.78E+12,0,3.63,Mira Books,Hardcover,400,2021,2021,,,11/9/2021,"to-read, backlog","to-read (#615), backlog (#98)",to-read,0
53435151,The Lost Shtetl: A Novel,Max Gross,"Gross, Max",,62991132,9.78E+12,0,3.81,HarperVia,Paperback,416,2021,2020,,,12/15/2021,"to-read, backlog","to-read (#634), backlog (#97)",to-read,0
59447047,"Rivals (American Royals, #3)",Katharine McGee,"McGee, Katharine",,593429702,9.78E+12,0,3.94,Random House Books for Young Readers,Hardcover,400,2022,2022,,,12/15/2021,to-read,to-read (#633),to-read,0
56268853,Spin Me Right Round,David Valdes,"Valdes, David",,1547607106,9.78E+12,0,3.64,Bloomsbury YA,Hardcover,352,2022,2022,,,12/14/2021,to-read,to-read (#632),to-read,0
7099273,"The Other Wes Moore: One Name, Two Fates",Wes  Moore,"Moore, Wes",Tavis Smiley,385528191,9.78E+12,4,3.84,Spiegel & Grau,Hardcover,233,2010,2010,8/15/2021,12/13/2021,8/15/2021,,,read,1
44767249,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,Jodi Kantor,"Kantor, Jodi",Megan Twohey,525560343,9.78E+12,0,4.37,Penguin Press,Hardcover,310,2019,2019,,,12/10/2021,to-read,to-read (#631),to-read,0
23492773,As If!: The Oral History of Clueless as told by Amy Heckerling and the Cast and Crew,Jen Chaney,"Chaney, Jen",,1476799083,9.78E+12,0,3.78,Gallery Books,Paperback,336,2015,2015,,,12/10/2021,to-read,to-read (#630),to-read,0
49867186,The Left-Handed Booksellers of London,Garth Nix,"Nix, Garth",,006268325X,9.78E+12,0,3.9,Katherine Tegen Books,Hardcover,416,2020,2020,,,12/10/2021,to-read,to-read (#629),to-read,0
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,,,0,4.42,Vintage,Kindle Edition,65,2014,2012,,,12/10/2021,to-read,to-read (#628),to-read,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,1532913680,9.78E+12,0,3.84,CreateSpace,Paperback,156,2016,2016,,,12/7/2021,to-read,to-read (#627),to-read,0
57062720,The Opposite of Butterfly Hunting: The Tragedy and The Glory of Growing Up (A Memoir),Evanna Lynch,"Lynch, Evanna",,593358414,9.78E+12,0,4.64,Ballantine Books,Paperback,480,2021,2021,,,12/7/2021,to-read,to-read (#626),to-read,0
36477572,The Bookshop of Yesterdays,Amy Meyerson,"Meyerson, Amy",,,,0,3.65,Park Row,Kindle Edition,368,2018,2018,,,12/6/2021,to-read,to-read (#625),to-read,0
25518205,"Lady Renegades (Rebel Belle, #3)",Rachel Hawkins,"Hawkins, Rachel",,399256954,9.78E+12,0,3.42,G.P. Putnam's Sons Books for Young Readers,Hardcover,264,2016,2016,,,12/3/2021,to-read,to-read (#624),to-read,0
24153266,The Universes Inside the Lighthouse,Pam Stucky,"Stucky, Pam","Ken Schrag, Yasuko Nakamura",,,3,3.56,Wishing Rock Press,Kindle Edition,221,2014,2014,11/13/2021,12/3/2021,7/17/2021,,,read,1
57191645,State of Terror,Hillary Rodham Clinton,"Clinton, Hillary Rodham",Louise Penny,,,0,4.15,Simon & Schuster,Kindle Edition,506,2021,2021,,,12/2/2021,to-read,to-read (#623),to-read,0
34357438,Lincoln in the Bardo,George Saunders,"Saunders, George",,553397583,,3,3.75,Random House Audio,Audiobook,,2017,2017,11/9/2021,11/30/2021,9/22/2021,,,read,1
48678117,Winter Counts,David Heska Wanbli Weiden,"Weiden, David Heska Wanbli",,62968947,9.78E+12,4,3.86,Ecco,Hardcover,336,2020,2020,11/20/2021,11/30/2021,1/31/2021,botm,botm (#17),read,1
55502861,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",India Holton,"Holton, India",,593200160,9.78E+12,0,3.75,Berkley Books,Paperback,324,2021,2021,,,11/22/2021,to-read,to-read (#622),to-read,0
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,,,0,4.04,HarperTeen,Hardcover,513,2019,2019,,,11/17/2021,to-read,to-read (#621),to-read,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",Ù†Ø¬Ù Ø¯Ø±ÛŒØ§Ø¨Ù†Ø¯Ø±ÛŒ,,,0,4.14,Faber & Faber,Paperback,258,2005,1989,,,11/17/2021,to-read,to-read (#620),to-read,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,0,3.84,Vintage Books ,Paperback,288,2010,2005,,,11/17/2021,to-read,to-read (#619),to-read,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,059331817X,9.78E+12,0,3.79,Alfred A. Knopf,Hardcover,303,2021,2021,,,11/17/2021,to-read,to-read (#618),to-read,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,,,5,4.14,Penguin Books,Paperback,97,1990,1970,11/15/2021,11/15/2021,3/12/2016,,,read,1
4675676,Mary Poppins,P.L. Travers,"Travers, P.L.",Mary Shepard,152524096,9.78E+12,3,4.02,Houghton Mifflin Harcourt P,Paperback,206,2006,1934,11/13/2021,11/15/2021,11/4/2021,,,read,1
57693495,Never Tell,Selena Montgomery,"Montgomery, Selena",,1250805821,9.78E+12,0,3.43,St. Martin's Griffin,Paperback,320,2022,2004,,,11/15/2021,to-read,to-read (#617),to-read,0
48984963,Eighty Days to Elsewhere (ExLibris Adventure #1),K.C. Dyer,"Dyer, K.C.",,593102045,9.78E+12,0,3.43,Berkley Books,Paperback,480,2020,2020,,,11/13/2021,to-read,to-read (#616),to-read,0
55084279,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,4,4.41,Imprint,Kindle Edition,598,2021,2021,10/16/2021,11/13/2021,7/26/2021,,,read,1
27615962,"How Women Can Succeed in the Workplace (Despite Having ""Female Brains"")",Valerie  Alexander,"Alexander, Valerie",,1505677521,9.78E+12,3,4.45,Createspace Independent Publishing Platform,Paperback,102,2014,2014,11/9/2021,11/12/2021,11/5/2021,dg-book-club,dg-book-club (#30),read,1
25986827,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,144947425X,9.78E+12,5,4.02,Andrews McMeel,Paperback,208,2015,2014,11/8/2021,11/9/2021,11/9/2021,,,read,1
501789,"My So-Called Life (Angela Chase, #1)",Catherine Clark,"Clark, Catherine",,679877894,9.78E+12,3,3.9,Random House Books for Young Readers,Mass Market Paperback,224,1995,1995,11/3/2021,11/8/2021,11/5/2021,,,read,1
29946121,Girl in Disguise,Greer Macallister,"Macallister, Greer",,1492635227,9.78E+12,4,3.72,Sourcebooks Landmark,Hardcover,308,2017,2017,11/3/2021,11/6/2021,11/3/2021,,,read,1
16113574,Afterwards,Rosamund Lupton,"Lupton, Rosamund",,307716554,9.78E+12,0,3.8,Broadway Books,Paperback,432,2013,2011,,,11/5/2021,"to-read, backlog, dg-book-club","to-read (#614), backlog (#96), dg-book-club (#29)",to-read,0
32600721,The Cottingley Secret,Hazel Gaynor,"Gaynor, Hazel",,006249984X,9.78E+12,0,3.85,William Morrow Paperbacks,Paperback,383,2017,2017,,,11/5/2021,"to-read, backlog, dg-book-club","to-read (#613), backlog (#95), dg-book-club (#28)",to-read,0
36099685,The Locksmith's Daughter,Karen  Brooks,"Brooks, Karen",,62686577,9.78E+12,0,3.93,William Morrow Paperbacks,Paperback,566,2018,2016,,,6/19/2020,"to-read, sparrell-family, backlog","to-read (#429), sparrell-family (#1), backlog (#94)",to-read,0
36043838,The Woman in the Window,A.J. Finn,"Finn, A.J.",,8234167,9.78E+12,0,3.96,HarperCollins,Paperback,448,2018,2018,,,1/7/2019,"to-read, backlog, library-of-mom","to-read (#363), backlog (#7), library-of-mom (#11)",to-read,0
18249281,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,"Yancey, Rick",,399162429,9.78E+12,0,3.86,G.P. Putnam's Sons Books for Young Readers,Hardcover,300,2014,2014,,,11/4/2021,"to-read, backlog","to-read (#612), backlog (#93)",to-read,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,618485228,9.78E+12,0,4,Mariner Books,Paperback,291,2004,2003,,,3/9/2011,"to-read, backlog","to-read (#7), backlog (#92)",to-read,0
42771754,"Supernova (Renegades, #3)",Marissa Meyer,"Meyer, Marissa",,1250078385,9.78E+12,0,4.42,Feiwel & Friends,Hardcover,552,2019,2019,,,6/2/2020,"to-read, backlog","to-read (#422), backlog (#91)",to-read,0
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,1250311446,9.78E+12,0,4.29,Feiwel & Friends,ebook,560,2018,2018,,,6/2/2020,"to-read, backlog","to-read (#421), backlog (#90)",to-read,0
36454970,White Fragility: Why Itâ€™s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",Michael Eric Dyson,807047414,9.78E+12,0,4.2,Beacon Press,Paperback,192,2018,2018,,,11/4/2021,"to-read, backlog","to-read (#610), backlog (#88)",to-read,0
332004,Hilda and Pearl,Alice Mattison,"Mattison, Alice",,60936932,9.78E+12,0,3.24,Harper Perennial,Paperback,304,2001,1994,,,1/31/2021,"to-read, library-of-mom, backlog","to-read (#523), library-of-mom (#1), backlog (#87)",to-read,0
30080577,The Hopefuls,Jennifer Close,"Close, Jennifer",,110191145X,9.78E+12,0,3.33,Vintage,Paperback,320,2017,2016,,,11/4/2021,"to-read, backlog, dg-book-club","to-read (#609), backlog (#86), dg-book-club (#26)",to-read,0
36464087,Ghosted,Rosie Walsh,"Walsh, Rosie",,525522778,9.78E+12,0,3.77,Pamela Dorman Books,Hardcover,337,2018,2018,,,11/4/2021,"to-read, backlog, dg-book-club","to-read (#606), backlog (#83), dg-book-club (#24)",to-read,0
29939353,Lillian Boxfish Takes a Walk,Kathleen Rooney,"Rooney, Kathleen",,1250113326,9.78E+12,0,3.86,St. Martin's Press,Hardcover,287,2017,2017,,,11/4/2021,"to-read, backlog, dg-book-club","to-read (#605), backlog (#82), dg-book-club (#23)",to-read,0
27132183,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,1627659609,9.78E+12,0,3.67,Perfection Learning,Hardcover,352,2011,2010,,,11/4/2021,"to-read, backlog, little-free-library","to-read (#604), backlog (#81), little-free-library (#5)",to-read,0
